index,comment,label,predict
9520,"em này xách dép cho xiaomi thôi
",1,0
13750,"chất lượng tốt trog tầm giánhưng giao hàng chậmtừ lúc đặt đến lúc nhận được hàng là tròn 1tuan
",1,0
3328,"mình chưa nhận được hàng shop
",0,1
8629,"15cai chỉ gần 600gr thôibánh đa dạng nhưng nhỏ là nhiều
",0,1
13788,"em có con chuột không dây 150k cũng đầy đủ nút bấm dùng 2 năm rồi hết pin là thấy thôi
",0,1
102,"ngọt wá cây wá ướt wá tạm được đúng với giá tiền
",1,0
8292,"đồng hồ bị sao á split không đổi giờ được
",0,1
2095,"combo tinh dầu cam ngọt brazil milaganics 10ml tinh dầu oải hương ấn độ milaganics 10ml không thơm
",1,0
9622,"thời gian giao hàng rất nhanhnhung sản phẩm không chắc chắn lamko bít có ép nước được không nữa
",0,1
8374,"shop phục vụ không tốt móc hít gì keo chảy ra hết đến lúc dính từng không bám không hài lòng mong shop lưu ý khi chuyển hàng cho khách
",0,1
13911,"không biết chất lượng sp như thế nào nhưng đóng chai cẩu thả nhãn dán photo như hàng ngoài chợ
",0,1
14637,"mình mua được chục hôm không thấy bị sao hết 3g vina căng đét
",0,1
4448,"đặt 1mau gửi 1mau
",0,1
7254,"hàng nhìn trên thấy đẹp về thì hãng xấu mò
",1,0
7712,"gương in bị lệch rồi shop
",0,1
8121,"cái thiết kế của fuji không chê vào đâu được mỗi lần cầm máy lên là cảm xúc lại trào dâng ngắm máy thôi cũng đã thấy sướng rồi ăn chơi là phải sướng hehe
",0,1
11610,"không có gì để chê từ gói hàng đến chất lượng đều ok mua nhiều rồi chưa bg thất vọng shop
",0,1
10509,"giày giống hình nhưng đi rất đau chân phần da giày rất cứng
",1,0
12603,"giày không giống so với hình chất không được đẹp
",0,1
6216,"ve rỉ gút
",0,1
10873,"1 số mặt hàng công nghệ của tq không kém gì của thế giới cũng gần như sámung và kém iphone 1 chút mà giá lại rẻnếu ai dùng mang tính chất sử dụng công nghệ mà không cần đánh bóng như sámung và iphone thì sp này là hợp lý tôi ủng hộ sp này
",0,1
14107,"bắt sóng mạnh
",0,1
12010,"shop gói không kỹ móp cả con gàchỉ thì xúc hếtko chắc chắn v đẹp như hìh đăng
",1,0
9392,"đúng vậy con v470 bluetooth cũng trâu không kém cạnh bên cạnh đó bấm chuột logitech rồi thì phải xài nó hoặc hãng cao hơn thôi genius mitsumi dell chắc chưa đến tuổi
",0,1
9267,"thời gian giao hàng nhanh nhưng chất lượng sản phẩm kém dù giá ban đầu shop rao là 699k và giảm còn 97k đồng hồ chạy nhanh khoảng 15p mỗi 8 tiếng mua về đeo 1 ngày quăng thì ok
",1,0
3425,"mình đặt màu xanh nhưng shop ship cho mình màu tím
",0,1
7722,"thời gian giao hàng nhanh shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn tiền nào của đó thôi rẻ không nên mua
",1,0
2145,"đóng gói sản phẩm rất kém rất đáng tiền
",0,1
4764,"tưởng sao không có trui sắc thì sao đây pin được
",0,1
10171,"cơm ròn ngon nhưng hơi nhiều dầu chiên dính hết cả ra ngoài vỏ túi
",0,1
937,"hợp đựng đồng hồ không giống như clip sao nó lại ra tên v shop
",0,1
9236,"sim lên mạng yếunổi chữ em
",1,0
14650,"tuy không nhận sự nhờ vả của chúng tôi nhưng bs vẫn mổ và chăm sóc cho bố tôi rất tốt cuộc phẫu thuật cho bố tôi kéo dài từ 8 giờ đến 17h30 chúng tôi rất cảm động
",1,0
9385,"đóng gói rất xấu
",1,0
5279,"hộp đựng ok nhuưng túi đựng vừa nhận kéo khóa đã hỏng rồiiiiiiiiii
",1,0
6330,"mình chọn số 3 thì shop gửi số 10 không ưng lắm
",0,1
4871,"sản phẩm dở hạt nhỏ và non không như quảng cáo
",0,1
16076,"chất lượng mình không ừng lắm nhưng bé nhà mình thích mấy màu này nhưng lần sao shop rút kinh nghiệm với khách đã mới mua hàng nếu có gì thay đổi phải thoòng báo cho khách biết tráng tình trạng như lần này nên mình vẫn cho shop 5 sao
",0,1
13379,"mình đặt 8 mask được ship cả hộp mà hơi bị móp hộp chút nhưng không có vấn đề gì ạ
",0,1
10034,"mình cứ nghĩ sẽ có 5 mẫu nhưng chỉ có hai mẫu cho 5 cái
",1,0
14991,"chất lượng sp kém
",0,1
8035,"không ổn lắm
",1,0
11315,"shop giao sai màu m đặt
",0,1
12887,"không hài lòng kính bị trầy quá nhiều không sử dụng được
",0,1
10907,"với giá tiền này tôi chọn PC 40 triệu là được 1 case và 1 màn siêu khủng rồi
",1,0
9490,"giao chậm quá làm không lấy được xu
",0,1
5155,"không biết có phải nghệ 100%% konhung sau vài ngày sử dụng thì chứng viêm loét dạ dày tôi đã bớt ok
",0,1
4978,"sản phẩm không đúng giao hàng là sinh không thấy hàng khuyến mại nhé đã nói
",0,1
2122,"shop giao lộn đơn hàng mong shop bán đồ có tâm dùm
",1,0
16032,"chất lượng sản phẩm tuyệt vời shop phục vụ kém thời gian giao hàng chậm
",1,0
13030,"nếu tốt thì mọi người hoan nghênh và chúc mừng
",1,0
13563,"đồ dễ vở dễ trầy xước mà đóng gói quá sơ xài nhận kính gương bị trầy xước hết rồi cường lực bị va đập độ đóng gói ẩu đã nứt 3 sao thôi
",0,1
7484,"chỉnh ngày kiểu gì vậy shop
",0,1
3704,"phần lưu ý mình dặn shop cho mình 4 bịch hồng và 2 bịch xanh shop cho mình màu hồng hết luôn vậy
",0,1
9341,"không có hộp adidas
",0,1
1570,"""""Mình rất thích sản phẩm của Sony, laptop thi mình cũng chọn Sony Vaio, mình đã từng xài qua Sony Z, Z1, Z3. Mình xin có ý kiến như sau : * Tấc cả các model khác của Sony thì chất lượng về màu sắc, camera đều không bằng Sony Z3 hoặc Z5. Cho dù bạn có chọn các model mới ra sau này của Sony đi nữa thì màn hình bảo đảm không đẹp bằng Sony Z3 hoặc Z5 đâu, đơn giản vì model thuộc dòng Z là model cao cấp nhất của Sony, bên mãng laptop của Sony cũng vậy, dòng Z là đắt tiền nhất.""""
",0,1
3527,"hàng bị vỡ 1 chút nhưng vẫn dùng đượcthời gian đợi lâu qias
",1,0
12785,"hơi mỏng đường may không được chắc lắmtạm cho 5 sao
",0,1
11364,"em cũng đang dùng 325 mãi không hư
",0,1
3502,"không ngon lắm khô mềm và có mùi mình
",1,0
7897,"shop làm ăn gian dối đặt bàn là cầm tay thì giao bàn là để bàn nhắn tin hỏi mấy lần không trả lời làm mất uy tín của shopee
",0,1
15235,"hàng dùng siêu tốt mình tưởng full 3 vạch wifi trong phòng là mạng ảo chứ không dùng được ai ngờ dùng tốt nhanh xem video thoải mái trước đó thì chỉ bắt được 1 vạch vì cục wifi gốc thấp quá không vào được phòng split câu hỏi cho shop lắp cái này vào tiền điện có bị tăng đột biến không
",0,1
5050,"sản phẩm màu không giống split
",0,1
6946,"mà sao các bác biết người ta không làm từ thiện
",0,1
12402,"mình vừa mở hàng thì thấy bị bể như hình shop vui lòng đổi lại sp mới giúp mình nhé thanks
",1,0
14438,"miếng lót mỏng và bị lỗi nhiều
",0,1
9586,"giao hàng lâu ơi là lâu chắc do trả tiền trước
",0,1
4347,"leveu nghe nhạc da thật bà con à
",0,1
9602,"sản phẩm đúng như trên hình
",0,1
11542,"bị bục túi
",0,1
3169,"chất lượng sản phẩm tốt giao hàng nhanh split tôi rất hài lòng với sp mà tôi đã chọn split cảm ơn shopee
",1,0
11387,"địt mẹ hàng như lồn mẹ chủ shop địt mẹ m
",1,0
5350,"màu vàng nhah bong tróc quá
",0,1
4057,"máy nhanh nóng quá
",1,0
6259,"cũng đẹp nhưng mấy lời
",1,0
6827,"giao hàng không đúng size bị lỗi nguyên 1 đường dài phía trước luôn
",0,1
2498,"dặn màu xanh lại gửi màu hồng
",0,1
13214,"fakeee
",1,0
2034,"một miếng cường lực 9d bị sước góc phải không hoàn thiện mong shop bù mìn đơn sau
",0,1
3706,"lần đầu mua thấy đẹp mua thêm cái sau cũng là loại quần đó mà vừa rộng vừa xấuchào tạm biệt
",1,0
9853,"sử dụng gây mất ngủ còn lại 14 gói
",0,1
7145,"shop này làm ăn kì lắm không cho đổi hàng mọi nh suy nghĩ kĩ hãy mua nhé
",0,1
4606,"giao hàng nhanh đóng gói chắc chắn tuy nhiên cân không chính xác hơi thất vọng
",1,0
14220,"nếu có bọc chống sốc thì tốt ạ vì bên vận chuyển quăng hàng làm bể một cái ạ
",0,1
14028,"giao hàng nhanh hàng bị lỗi ổ cắm điện không sử dụng được
",0,1
2996,"hàng đểu mi giờ mua về không sử dụng được lúc chạy lúc không không nbuw quảng cáo split
",0,1
9355,"ngon và lạ
",1,0
12463,"đặt toner lại gửi nhầm kem đánh răng khổ
",0,1
4231,"giao báo nhanh từ hn vào thành phố hồ chí minh mà chỉ đúng 2 ngày là m nhận được
",0,1
9927,"tinh dầu không nguyên chất lắm nên mới có giá rẻ split không nên mua
",1,0
14850,"giày ik trong hình hay khác vậy tôi đặt mèo xanh sao ra mèo đen
",0,1
84,"hàng giao thiếu kêu gửi bù cho mà cả tháng chưa thấy gửi nhắn tin không trả lời
",0,1
15480,"sơn màu đẹp chất lượng tốt có ảnh shipper cute vll hehee đó anh shipper quá cute nên react cho 1 sao
",1,0
8494,"áo không đúng màu yêu cầu lấy đỏ lại giao hồng
",0,1
8965,"đất 5bộ giáo có 4 bộ mà tính tiền 5 boshop làm ăn kj cũ wá hà
",0,1
13893,"sản phẩm dùng được bình đựng không tốt
",0,1
15083,"súng bắn kẹp nhỏ quá chưa sài chưa biết
",0,1
8406,"sữa rửa mặt rất ok nhưng tại sao lại không có sản phẩm tặng kèm vậy
",1,0
10926,"rất dở
",1,0
6208,"sản phẩm được nhưng không đáng với tầm tiền như giày giá rẻ chứ không được sf
",1,0
1034,"hàng lỗi mà cũng giao trầy hết cả 2 phi tiên
",0,1
13143,"giao hàng quá lâu dép êm nhưng khá cao size 40 như size 38 bé lắm
",1,0
15993,"như l
",0,1
13815,"thiết kêa nắp mở bung sử dụng rất bất tiện dễ bị đổ hết ra không căn được lượng dầu ra ngoài chất lg chưa sử dụng nên chưa đánh giá được
",1,0
1261,"không thích hàng tq nhưng phải công nhận là 2 mẫu laptop này rẻ đẹp tính năng trên lí thuyết quá hấp dẫn thực tế thì không biết vì chưa trải nghiệm
",0,1
11708,"vấn đề lớn nhất là gây rát vì có chất bạc hà với các bạn nữ nhạy cảm thì khó sử dụng được cảm giác rất dễ nhận thấy ngay lần sử dụng đầu tiên mình không khuyến khích với ai sử dụng chai bôi trơn lần đầukhó thích nghi với mức độ rát mẫu mã đóng gói rất tốt và đẹp mắt
",1,0
10629,"tới giờ vẫn chưa nhận được hàng
",0,1
9320,"không giống màu như hình
",0,1
1210,"gấu nâu đây ngắn hơn đây doremon
",0,1
14795,"giấy hội cũng tạm được
",0,1
15866,"mỗi người một cảm nhận không thích thì đừng sài mình vẫn thích tối giản các phím bấm và hài lòng với thiết kế hiện tại
",0,1
4863,"giá cạnh trang mà cấu hình với thiết kế lại quá ngon bản 128gb bộ nhớ trong với 4gb ram làm mình cảm thấy muốn đập lợn đất để mua ngay nhưng tiếc là chưa có hàng ngay bây giờ
",0,1
15436,"thời gian giao hàng chậmdoi nhận hàng sốt cả ruột
",1,0
4860,"sản phẩm đẹp xứng với giá 125 triệu
",1,0
8888,"đóng gói sản phẩm rất đẹp và chắc chắn nhưng sơn có mùi sáp y chang mùi son trôi nổi ngoài chợ màu lên không chuẩn như hình đáng tiếc khi mua 3cay
",1,0
13516,"ốp hơi cũ shop nha
",1,0
3000,"áo ok quần mỏng quá thôi tiền nào của đấy tặng shop 5 sao
",1,0
9994,"mua 1 loại giao hàng cho 1 loại giờ mình vứt chỗ vì không vừa điện thoại của mình thất vọng về shop
",0,1
9571,"hộp méo mó nhưng máy thì không saochua sử dụng không biết thế nào
",0,1
13513,"sản phẩm thì chưa được nhận sao shopee đã báo là nhận rồi
",0,1
4274,"hợp phần sách sephan phú mong nhephu hợp voiviec trang điểm kiểm dautem niêm phong bị rách
",0,1
12702,"đã mua lần 2 của shop 5 sao không nói nhiều
",0,1
9838,"ời mình mới tìm hiểu thấy thừa 960 với giá khoảng 3tr chơi game cũng ngon lắm rồi
",1,0
10212,"đầu tiên là nhìn đồ ăn là không thèmj bụng không có cảm giác đói nhìucơ thể ra mồ hôi khi mình không hoạt độngmới sử dụng 2 ngày bụng đã nhỏ lại rỏ ramình khuyên mấy bạn nếu dùng sản phẩm giảm cân nên ăn thật no vào buổi sáng không được bỏ ăn buổi sánguống nhiều nước trong ngàynhưng hơi bị khó ngủ
",0,1
14435,"tạm được với số tiền
",1,0
7386,"note 2 note 4 note 5 đã và đang sử dụng và sẽ không bao giờ ngừng sử dụng
",0,1
13598,"thời gian giao hàng rất nhanh dùng ngứa với lên mụn
",1,0
11629,"mình đặt 3 chiếc có 1 bị lỗi phần cao su shop đổi giúp mình được không cảm ơn shop
",0,1
12942,"hơi lồi nhỉ
",1,0
5278,"đặt mấy đơn đều thiếu hàng đơn đầu thiếu còn gửi lại tiền đơn sau thiếu mất 2 món mà không thấy shop đá động gì mất uy tín quá
",0,1
12126,"hài lòng hoàn toàn ngoại trừ màu mình mua màu 4 vì thấy trên hình nó nâu khá tiệp tóc nhưng ra ngoài thì nó sậm hơn đây cũng là tình hình chung của mp hàn nên không có gì làm ngạc nhiên lắm
",0,1
259,"giày tốt mang êm cho sao ít vì chọn giao hàng trong ngày mà tận 3 ngày kể từ ngày order mới nhận được
",1,0
2798,"17 triệu ư với giá đó thì htc tiếp tục chết
",1,0
3804,"shop nên nghỉ bán đi là vừa gian manh vừa thôi
",1,0
10069,"sản phâtm tốt nhưng vì đặt nhầm miếng dán gull màn hình mà nhầm sang miếng cường lực làm dán vẫn hở viền
",0,1
10812,"chất liệu không tốt lắm không phqi là đã
",0,1
5848,"mới mua em nó mới đầu muốn đổi máy khác mà sau càng xài càng sướng
",0,1
12896,"t chưa dùng thửnhưng giao màu nhầm rồi bạn
",0,1
4720,"mới dùng 1 4 lần chưa có kinh nghiệm 4 5 sao đi
",0,1
12531,"serum thommemmin đã làm
",0,1
4762,"iphone có ios vốn đã chạy nhanh này tăng ram lên là chạy như tên lửa
",0,1
9850,"shop phục vụ rất tốt thời gian giao hàng rất nhanh tiền nào thì của đó
",1,0
13293,"đã nhận hàng đồng hồ đẹp khi nào giảm giá mua cái nữa cơ mà ghét shiper giao hàng chậm báo cáo láo
",0,1
7492,"shop gói hàng kĩ wá tr luôn phía ngoài cửa hộp không bị móp méo gì hết bomb cũng không bị trầy xước gì hết vẫn nguyên vẹn
",0,1
7025,"hàng rất đẹp 3
",1,0
15350,"không che được khuyết điểm
",0,1
805,"mình chân 36 mà lấy sz 35 đi vẫn thoải mái phom to
",0,1
4438,"nhỏ gọn độ trễ ít split thời gian sử dụng pin chưa nhiều
",1,0
7838,"chân nhẹ dễ lật
",1,0
5376,"hàng như mẫu dán vừa vặn
",0,1
12251,"đóng gói sản phẩm kém đóng gói sản phẩm tạm được
",0,1
3372,"đặt 43 gửi 42 split shop tính sao ạ
",1,0
13305,"vận chuyển quá lâu
",0,1
11287,"shop phục vụ rất tốt mặc dù lúc đầu do sai sót nên giao thiếu hàng nhưng sau đó shop đã ib hỏi rồi gửi nốt hàng còn thiếu đó thank shop
",0,1
5749,"ươm 10 năm chắc cũng chẳng mọc được shop ạ
",1,0
4202,"gói hàng cũng tốt sp i hình tư vấn tận tình chị chủ dễ thương với khách nhưng sản phẩm không có thể thể thơm mát của bạc hà kẹo chỉ chua chua ngọt ngọt như kẹo của mấy đứa nhỏ ăn thôi chỉ có ưu điểm là mùi vị thơm lâu ăn khoảng 20 mà vị nhỏ vẫn còn thoang thoảng trong miệng
",1,0
13098,"giao thiếu 1 bộ móng
",0,1
2157,"theo tôi một năm mà hà nội mới điều tra phát hiện 25 vụ có dấu hiệu tham nhũng thì có thể do hai yếu tố sau br 1 công chức bây giờ quá trong sạch nên ở một thủ đô với vô vàn lĩnh vực như vậy mà chỉ có 25 vụ có dấu hiệu tham nhũng 2 theo tôi nên điều tra cơ quan có chức năng chống tham nhũng xem họ quá kém về năng lực hay có nguyên nhân khác
",0,1
5219,"ngũ cốc ik mà khó uống muốn chết
",0,1
7163,"1 ô phấn bị bể
",1,0
2270,"sờ đã chán rồi như áo mưa ý cứng kềnh kệch
",0,1
2656,"chất lượng sản phẩm tốt nhưng sau 1 lần giặt màu của các ô kẻ trên giày bị bạc đi rất nhiều
",1,0
9189,"sim này báo theo tháng nhà mn đừng nghĩ nó hết hạn sớm
",0,1
7998,"đoàn cán bộ của thành phố hcm báo cáo rằng cần có chính sách quyết liệt hơn nhằm hạn chế xe cá nhân thế thì cái điều logic là xe công cộng phải phát triển mạnh
",0,1
1479,"thời gian giao hàng rất nhanhđi lúc 8h như vậy có trễ không mà đồ ăn không được tươi như mấy buffet ở chỗ khác
",0,1
6167,"chun rộng thênh thang vậy may chun quần chi vậy
",1,0
12950,"khác tấm trong hình
",0,1
3465,"mua về sạc hỏng được hư
",0,1
79,"đúng là tiền nào của đó không ngon mùi kì kì không thơm như lạp xưởng bình thường thất vọng vô cùng
",0,1
15478,"chất lượng sản phẩm kém đóng gói sản phẩm rất đẹp và chắc chắn giá cả chấp nhận được thời gian giao hàng chậm
",1,0
13657,"sản phẩm giống hìnhtốt
",0,1
1084,"bột không mịn nghe toàn mùj bột đậu nành
",0,1
10795,"chèn ơi mặc không được
",0,1
10994,"nói chung là rắc rối lắm
",1,0
1862,"form giày không đẹp
",1,0
14022,"chất lượng phù hợp với giá cả màu cam in bị lem không biết màu nhuộm có hại cho da không
",1,0
5385,"chất tốt trừ chỗ bị lỗi shop đã giải quyết tốt để khách nhận lại tiền lần sau khách kiểm tra hàng trc khi giao
",0,1
13693,"xin lỗi mật quá tệ không biết
",0,1
5683,"có mấy mask dth vô cùng ý nghe có ngz nói mua hàng được c chủ tặng thêm 4 mask mà mình chỉ được thêm 1 mask kèm 1 cột tóc không bt có phải c bỏ quên không hay là tặng nữa
",0,1
14765,"giống như ảnh
",0,1
1662,"chất lượng quá tốt so với giá mặc dù mình đặt nhầm size nhưng vẫn không có gì phải phàn nàn về phục vụ và chất lượng sản phẩmlikemong sẽ có dịp khuyến mãi khác để mua lại hehe
",0,1
15532,"sản phẩm nói độ lì 14h mà mới ăn đã hết split
",1,0
10734,"kính dán bị bụi bẳn vào trong mới được có 2 ngày
",0,1
50,"đóng gói sản phẩm rất kémtư vấn không nhiệt tình
",1,0
15669,"shop phục vụ kémko đủ số lượng kẹp
",1,0
4149,"sạc không dây dễ quá mà
",0,1
6011,"sản phẩm tươishop chu đáo trả lời khách
",0,1
13227,"mình không thất vọng chút nào thật tuyệt vời iphone 7 chỉ đứng sau sangsung s7 thôi ahjhj
",0,1
3031,"giao size xs mà cho em bé mặc vừa
",1,0
12624,"tiếng nge nhỏ xíu không tốt
",0,1
1562,"hic các bro cứ dìm lung tung mình mua ở đây vài lần hôm rồi cũng đặt vidonn a6 gửi đúng 3 ngày về điện biên mua 3 món dự phòng xiaomi a6 kích sóng xiaomi được bonus case bàn di chuột nói chung hàng ngon giá tốt a6 đang trải nghiệm quay tay tầm 50 độ mới sáng màn hình pin sạc tầm 2h còn lại đang chờ đánh giá
",0,1
13034,"đóng gói tốt và giao hàng nhanh nhưng sản phẩm thì không như hình
",1,0
14104,"lenovo chụp hình xấu nhất cõi đời mua dùng thử đi rồi bít
",1,0
10465,"cần đủ yến không phải nhặt lông nên nhàn vụn thì mình cũng chỉ cần vụn cho trẻ em nên không vđe gì như mọi người nói nấu thấy nở ok
",0,1
1869,"màu đỏ cam tô lên thì màu đỏ cam nhưng một thời gian thì chuyển sang màu hồng tím là sao vậy shop
",0,1
2236,"sản phẩm quá tệgiao hàng kh đungshop không có trách nhiệm trả lời cọc cằn với khách hàngquá thất vọng về sản phẩm
",0,1
8764,"sắc quá toàn đứt tóc bạc
",0,1
2683,"hơi mùi nhựa lắm không biết tráng nhiều lần có hết không hiu hiu
",0,1
12938,"thịt gà mềm ngọt miếng to không vụn
",0,1
9826,"hơi yếu 1 tí
",1,0
2615,"mua 2 đôi nhận chỉ 1 đôi ib hỏi shop không phản hồi
",0,1
4097,"thấy phím thấm dầu là sản phẩm của nhật nên mình đã đặt mua luôn giấy dai thấm dầu khá tốt kích thước nhỏ gọn được khá nhiều người đánh giá là chất lượng tốt lại còn giá rẻ hơn một số loại ở thị trường nữa chứ đây là một sản phẩm nên mua
",1,0
10444,"shop ghi tặng 6 miếng mà khi nhận được hàng chẳng thấy hàng tặng
",1,0
8678,"sản phẩm dùng ok mình mua hơn chục cái không có vấn đề gì
",0,1
14088,"ghế rung chất liệu cũg được nhưng để em bé nằm ngửa là không rungbộ lắp đồ chơi không lắp vào được
",0,1
7709,"không chụp được split
",1,0
2435,"không như quảng cáo split
",0,1
11798,"chuột bị sờn hết giống hàng đã sử dụng shop làm việc quá tệ chuột không sử dụng được
",0,1
7229,"mình dùng suface pro 3 thấy chạy tốt mà đẹp hơn con này
",1,0
8506,"chất lượng sp tốt nhưng shop ship quá lâu
",1,0
15155,"giao hàng lâu lắc
",1,0
2301,"hàng bị thất lạc không giao đến được nhưng shop hỗ trợ tra soát hàng tốt
",0,1
1732,"lúc mua có note là gọi trc khi giao 15 nhưng khi tới mới gọiko có ai nhận hẹn qa ngày mai thì ship không chịuphải qành về nhận hànghàng thì ok
",0,1
2760,"sản phẩm đúng giá 169k tạm được thôi chứ không phải giá 1100k chắc không ai mua
",0,1
6244,"sản phẩm giống hình nhưng áo rộng dài còn quần ngắn không ưng ý laems
",1,0
7333,"chỉ được 1 ít thôi ria mép vẫn còn 90%% luôn
",1,0
15873,"chất lượng của sản phẩm phù hợp với giá tiền có thể hãng cần nghiên cứu sao cho cục sạc ít nóng trong quá trình sạc vì hiện nay khi sạc cục sạc rất nóng nên tâm lý người sử dụng sợ nó cháy nổ
",1,0
9375,"tạmnhưng lâu dài thì chưa bt
",1,0
10889,"màu sơn bị lệch nhưng nhìn xa không thấy okeeeeee
",0,1
9787,"dùng được nhưng lâu dài thì không biết biến không
",0,1
9483,"giá rẻ đi kèm với chất lượng kém gối hơi bị thủng vậy dùng sao
",1,0
4397,"hàng về thiếu mất một vài món mog shop khắc phục
",0,1
2238,"giao lộn màu
",0,1
10419,"t đắp xong thấy mặt nổi mụnda t là dạng bôi gì cũng được cực ít khi có mụnđắp xong thấy mặt cứ lầm tấm y split
",1,0
5215,"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng chậm rất đáng tiền thời gian giao hàng chậm
",1,0
3942,"đóng gói sản phẩm quá tệ chất lượng sản phẩm không như shop nói
",0,1
9923,"phải xem đã cài đặt cũng dễ
",0,1
3608,"mới dùng thì ổn nhưng không đặt đk mật khẩu
",0,1
9313,"tốt nhưng mà giao hàng chậm quá
",0,1
747,"vỏ nồi hơi mỏng
",1,0
590,"bộ sưu tập
",0,1
10338,"món này không giao hộ mình vậy shop
",1,0
4767,"hạt đậu bị lép và sâu nhiều lẫn cả lòng trắng
",0,1
5076,"chẳng tốt dầu dừa nhà tự nấu dùng tốt hơn và không bị cay mắt nói chung sản phẩm tệ
",1,0
13126,"duyệt rồi đấy lúc đầu tưởng chỉ có bản life stype giớ bán bản snap 820 thì hốt đến lúc cho bé 8x về vườn 3
",0,1
15228,"xài thấy khô da thêm khôg nên mua
",1,0
15963,"quạt đẹp giá tốt rất hài lòng với sản phẩm
",1,0
960,"mật lỏg rót ly nhỏ để vào tủ lạnh chỉ bị đặc lại chứ không thấy lắg đườg tạm được đág với giá tiền
",0,1
6311,"mặt nạ nhỏ hơn so với khuôn mặt bình thường chất lượng bình thường 5 10 điểm split tiki giao hàng nhanh đóng gói cẩn thận
",1,0
1114,"sản phẩm quá tệ bắt được mà không dùng được thế mới đau
",0,1
9234,"chất lượng sản phẩm rất kémchuot sài rồi nha mọi người dùng mua split
",1,0
5893,"nó bị hở trên mũi giày nhưng không biết làm sao để đổi hàng split chiếc đầu tiên bị hở còn chiếc sau thì không bị
",0,1
388,"""""Sai rồi nhé, không phỉa tự nhiên mà samsung phải tự làm chip cho mình, hoặc dùng những con đắt tiền hơn, cảm biến ảnh đắt tiền hơn phần còn lại của thế giới. Bạn đã bao giờ biết đến khái niệm xem video trên thiế bị này ""trơn hơn"" trên thiết bị khác, camera máy này ""trơn hơn"" camera trên thiết bị khác chưa. Nếu bạn là dân làm phim, chụp ảnh, hoặc mê phim bạn sẽ hiểu, video và camera của samsung luôn cho 1 sự ""trơn hơn"" các đối thủ. Điều đó chứng tỏ là chip của họ mạnh hơn, thuật toán xử lý tốt hơn, cảm biến tốt hơn... Và những người cầu toàn về ảnh ọt video như mình luôn cực kỳ khắt khe vấn đề này""""
",0,1
7150,"lừa nhau à shop
",1,0
2701,"ôi cái giá tiếp tục ngủ thôi
",1,0
309,"lúc tôi đặt hàng là 109k tại sao đến lúc giao lại lấy 125k phải lấy đúng giá so với lúc đặt hàng chứ chất lượng sp khá được vừa tầm tiền
",0,1
14982,"màu của mình đây rồi chờ mãi từ 4s giờ mới có máy ưng ý cảm ơn bác tim cook sớm biết thay đổi màu sắc cứ hồng mãi thì nản thật
",0,1
8239,"vải mỏng như lá lúa hình ảnh chỉ mang tính chất minh họa rẻ quá mà thời gian giao hàng nhanh
",1,0
11647,"tên john chen này đã giết chết thần tượng blackberry của giới công nghệ trên tay tôi là blackberry q10 càng dùng càng thích
",0,1
4104,"mk mua màu số 2 nhìn ảnh thì là màu cam khi đánh lên lại là màu hồnggiao hàng nhanh nh chất lượng không được như yêu cầu sơn rất khô split đúng là hình ảnh chỉ mang tính chất minh họa
",1,0
15598,"sau thời gian dùng tùy mình không dùng bàn chải chà cũng không cọ sát mạnh nhưng chữ và hình chuột mickey trên hình bị lem màu sơn trên ngôi sao bị tróc hơi thất vọng 1 tí
",0,1
1083,"chất vải ok nhưng giao không đúng combo như hình
",1,0
10381,"cảm ơn sản phẩm bên bạn nha
",1,0
14451,"sao c không đổi lại đôi giày dùm em vậy c gửi 2 chiếc trai sao mà mang
",0,1
9604,"hàng face không đúng với màu của bao bì sản phẩm
",0,1
